"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"5366",1056,1278,1278,1278,681,1278,1278,1149,1278,1278,1269,1278,1278,1257,858,939,1275,NA,1278,1278,1026,1278,1383,1278,1236,1278,1161,1221,117,NA,1278,906,1278,1278,1278,993,1278,1260,1275,1278,873,327,1278,NA,NA,1278,1098,1254,1278,753,939,1278,255,1056,1140,1278,1284,1275,1278,1278,1242,1284,1278,NA,1278,933,1113,1278,1278,1278,1278,1170,1278,729,1278,1275,1278,1278,1278,867,1278,723,1281,1269,1275,549,1275,1278,1278,546,1122,1224,1278,1278,1149,1278,1263,1530,1194,1272,1269,720,1278,1278,1245,1278,1278,1278,1278,1278,1203,1278,1041,1257,1278,915,1050,1278,1098,1278,1278,1278,1278,93,1278,1278,1116,1278,1278,1278,1275,1278,1278,1278,1278,1278,1278,1278,1278,573,1278,1278,1278,1128,1278,1221,1278,1278,1194,1266,1194,1278,1275,1278,NA,1266,1278,1278,543,1242,1278,1278,369,1134,1272,1206,1278,1278,1233,1272,1278,1095,1278,NA,1278,756,1107,1278,1278,1140,1239,1278,NA,1278,1269,1071,1224,855,609,510,1278,1224,1218,1278,1278,1278,1278,1236,1062,765,1275,1278,1278,1278,1278,1161,1278,1278,1278,1104,1278,1221,1125,1278,1278,882,1278,831,828,1278,1278,1098,1071,1266,981,1278,1266,1278,1278,936,1278,1158,1152,1278,1251,405,1209,1278,1278,1278,942,1128,1278,873,1278,1074,1131,1167,1278,1866,1272,1278,1278,1278,1278,1278,1278,1278,1050,1170,801,1278,1206,852,687,1158,1263,1275,1011,1278,1278,1278,1278,1278,1104,1230,255,1161,1278,1029,1278,1128,873,1278,1281,1221,1278,1278,1278,1092,1278,1278,1278,1272,1278,1278,1278,1185,1278,1278,1275,1278,1119,1218,1278,1278,1131,1278,1044,519,894,1278,1278,1278,1188,1284,1275,960,1275,978,1278,1278,1275,1074,1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7602",825,822,822,666,657,807,810,663,693,810,711,552,822,690,693,696,825,NA,813,825,543,810,711,798,693,789,822,765,480,NA,753,825,711,654,693,675,711,822,783,711,711,657,711,NA,NA,711,666,714,711,525,NA,696,714,744,651,822,774,666,696,822,825,657,819,NA,807,729,477,825,666,810,711,771,822,189,711,825,825,825,825,NA,657,693,711,825,816,825,822,657,774,NA,753,825,822,666,750,825,711,771,810,825,825,684,711,711,711,711,822,804,825,825,825,858,825,516,720,741,822,810,822,807,696,711,711,492,780,525,738,810,825,825,810,807,825,819,810,711,810,822,711,684,831,822,825,666,810,666,822,822,792,822,810,810,825,690,NA,810,825,825,357,690,711,825,528,774,NA,696,792,723,690,816,696,657,825,NA,825,738,729,825,825,657,819,711,729,666,825,801,702,780,543,711,711,690,789,711,660,711,825,831,696,405,822,711,810,810,858,657,825,825,711,690,711,792,822,744,711,663,825,723,NA,807,711,546,711,648,753,825,825,810,708,696,657,621,720,825,657,126,507,822,813,822,777,741,822,828,840,777,714,849,822,825,822,825,825,822,825,825,696,825,861,657,816,828,690,825,660,657,306,306,777,810,822,822,690,825,696,690,690,711,711,807,711,825,825,537,693,810,807,822,822,804,780,822,825,819,822,810,711,696,807,711,480,789,711,723,825,798,711,825,696,462,690,822,810,711,696,702,726,570,720,822,825,693,741,669,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5404",1182,1182,1182,1083,786,1182,1179,951,1176,1179,1176,1179,1182,1068,1002,1182,993,NA,1179,1176,1137,1182,1074,1182,1179,1179,1182,1158,NA,NA,1179,1179,1179,1179,879,969,1179,1581,810,963,1176,183,1179,NA,NA,1179,1155,1179,1179,714,1086,1176,1173,1182,873,1182,1179,1182,1089,1128,1179,1023,1182,NA,1179,921,1083,1182,1179,1179,1179,1179,1182,444,1176,1182,1176,1179,1179,699,1176,624,1179,924,1182,1182,1179,1179,1071,366,NA,1182,1182,1179,1053,1179,1176,1182,1083,1071,1179,432,1176,1179,780,1179,1182,1179,1170,1179,1179,1179,1182,840,1182,1182,1182,1173,1182,1182,1083,1179,1179,654,1176,1176,855,1182,1119,1179,1179,1182,1179,1176,1176,1179,1179,1182,1170,1080,1179,1182,1179,1176,1179,1182,1182,1173,1179,927,1158,1179,1176,1179,NA,1173,1182,1167,441,1167,876,1179,135,1041,990,1083,1182,1026,825,1179,1176,585,1182,NA,1179,963,1182,1122,1182,891,777,1179,1179,1179,1179,1161,1161,1179,NA,780,1182,1179,885,1179,1176,1176,1176,1179,807,891,1179,1182,1173,1173,1083,1176,1179,1176,1152,1128,1179,1182,1179,1176,885,99,1179,930,915,1182,1257,1023,1179,1113,1179,1176,1179,1182,1179,1179,1179,1077,1182,1179,1131,840,1176,1179,1179,1116,822,1179,1182,1179,1107,501,963,1182,1182,1179,1179,1179,1179,1182,768,1170,1176,1179,1062,1083,1179,1173,1140,1179,942,1062,1179,1179,1179,546,1182,1182,1179,1179,864,1086,1179,813,1176,1080,1179,1083,1083,1179,1179,1176,1179,1182,1182,1182,1182,1179,1176,1179,1182,1182,1179,687,1182,1560,1167,1176,1179,1167,1182,1179,1104,1176,816,153,876,1182,1179,1182,1179,654,1083,129,1152,1083,1176,1032,1179,1071,1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6072",387,648,657,540,303,648,648,540,NA,648,540,540,537,432,540,237,582,NA,657,645,408,648,318,648,570,540,537,390,NA,NA,NA,654,648,645,303,NA,654,645,645,534,657,111,645,NA,NA,645,NA,642,654,516,438,657,645,537,303,648,648,537,645,657,648,654,519,NA,648,102,432,657,411,645,651,540,648,315,645,648,633,492,657,NA,564,306,645,NA,615,129,462,540,540,243,108,510,648,480,633,657,657,NA,318,639,657,315,654,645,744,651,657,657,648,648,648,411,657,447,537,540,648,657,618,645,306,573,NA,135,645,618,408,636,657,657,648,537,504,657,648,645,648,540,645,NA,657,648,648,NA,648,528,648,648,540,564,645,648,648,603,NA,648,618,540,318,135,642,537,222,645,339,540,537,NA,540,645,600,105,540,NA,540,309,648,657,648,NA,417,651,648,540,648,540,657,648,NA,NA,516,540,645,516,309,141,639,558,348,210,639,657,648,648,645,519,516,648,657,528,657,636,NA,645,561,309,657,402,225,537,645,528,303,345,546,648,648,636,645,303,540,540,441,528,636,NA,516,648,657,459,450,414,657,648,540,450,657,540,648,438,648,540,600,648,540,657,624,648,540,432,540,657,348,540,423,417,534,420,381,648,648,648,645,657,537,447,648,648,528,540,600,651,576,648,654,648,657,648,648,540,648,648,540,417,657,588,642,537,528,657,303,540,453,648,648,411,735,651,435,267,318,648,648,657,468,642,411,204,654,339,648,570,648,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5578",174,201,210,174,204,210,174,153,174,207,174,204,210,189,204,210,174,NA,180,186,198,NA,156,180,177,NA,210,375,NA,NA,174,207,189,186,342,375,174,357,213,210,174,180,174,NA,NA,201,198,348,213,174,195,198,183,207,171,210,180,153,180,177,207,198,210,NA,210,177,372,174,183,183,210,180,210,162,174,207,360,183,159,NA,174,174,354,189,375,174,186,189,174,174,213,210,210,174,174,348,210,162,198,180,180,162,378,189,183,210,210,174,174,195,174,174,213,177,174,210,210,174,153,210,213,183,189,183,210,174,144,183,186,210,159,210,171,195,174,174,213,174,201,156,174,210,189,210,207,210,210,174,207,177,375,207,174,198,NA,207,210,180,186,207,210,174,NA,207,153,210,174,156,171,198,207,186,210,NA,174,156,210,207,174,NA,174,210,357,180,210,153,180,174,186,186,189,186,174,174,153,174,174,186,153,162,207,174,213,177,174,195,186,174,174,174,174,174,186,174,174,168,174,186,174,168,165,174,183,210,207,174,210,183,210,174,207,183,174,186,180,NA,180,210,198,210,210,174,216,174,180,186,363,NA,210,174,345,177,180,207,174,183,210,180,210,213,180,210,180,177,153,180,213,174,NA,174,210,210,183,189,168,174,177,210,174,180,189,210,210,192,180,180,186,201,210,201,174,174,210,204,216,213,204,348,174,183,NA,180,195,195,210,201,195,198,186,198,189,210,207,174,180,180,204,204,180,174,363,171,192,174,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6738",306,306,300,300,231,306,300,300,306,300,306,300,306,300,306,306,306,NA,306,306,231,300,90,306,306,300,240,165,219,NA,306,306,231,303,216,219,303,306,306,228,306,NA,306,NA,NA,303,231,303,303,234,219,306,186,306,300,306,300,231,306,306,300,291,306,NA,306,NA,231,306,NA,306,303,231,306,174,306,300,306,300,306,303,90,231,282,306,300,306,306,306,231,219,NA,300,306,300,306,306,306,300,306,306,231,228,303,303,303,303,282,306,306,306,306,NA,306,306,300,300,306,300,306,300,306,228,NA,231,303,306,231,300,291,300,306,300,303,306,306,306,306,300,306,300,276,306,300,234,300,306,306,300,300,306,219,300,306,231,NA,300,306,306,219,300,306,198,438,231,300,231,306,306,210,306,300,231,306,NA,306,231,306,306,306,NA,219,303,306,90,306,306,306,306,306,243,303,306,90,306,306,114,306,234,300,306,300,234,306,90,300,231,300,300,306,234,300,306,84,153,303,231,306,90,90,306,90,243,84,NA,84,234,306,306,303,231,300,306,306,300,NA,231,231,306,306,306,444,231,306,300,306,219,240,87,306,306,306,306,228,306,231,306,306,306,240,219,90,306,306,90,240,NA,306,231,219,306,306,306,303,300,306,306,306,231,303,306,219,300,300,282,NA,306,231,306,306,219,300,306,306,306,306,306,306,306,285,303,231,306,303,306,306,306,231,306,216,243,300,306,300,306,231,231,300,219,NA,216,306,231,300,300,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6978",870,876,876,876,600,876,876,618,849,873,849,879,876,795,804,807,678,NA,828,678,729,876,678,873,861,876,846,624,NA,NA,873,819,876,876,795,873,882,852,876,873,678,462,678,NA,NA,882,822,882,678,705,858,678,276,849,855,876,804,792,873,849,876,876,873,NA,876,597,651,849,849,873,882,876,876,624,849,882,876,849,876,768,849,624,576,855,876,849,876,876,873,153,522,795,876,873,759,873,678,822,771,726,873,585,678,876,882,678,801,876,876,873,876,876,876,669,828,879,423,876,849,876,849,666,678,723,678,873,450,876,873,873,876,876,876,678,876,882,873,876,678,795,678,876,873,876,849,849,876,873,873,849,678,876,876,678,NA,873,876,819,381,873,678,873,579,849,795,873,876,876,678,873,876,NA,873,NA,873,849,876,876,876,762,873,678,876,849,849,876,693,876,NA,678,600,624,678,849,873,678,873,849,426,666,870,849,876,876,873,873,819,873,678,222,678,849,873,849,678,678,873,807,786,876,849,801,624,873,405,876,876,876,678,873,876,876,885,876,876,657,873,849,870,876,852,873,876,873,678,753,879,876,876,849,873,873,873,876,849,873,795,873,858,873,846,873,651,873,804,474,873,870,522,825,876,876,876,873,705,678,873,879,678,849,849,876,876,876,873,870,873,876,876,822,873,762,678,804,876,849,678,852,876,678,855,876,678,849,876,876,678,876,846,498,708,876,876,678,873,828,795,495,678,678,873,795,855,795,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6946",354,471,471,NA,282,360,354,NA,NA,138,444,375,366,NA,471,264,387,NA,471,354,NA,447,NA,471,339,264,471,NA,NA,NA,NA,561,471,471,471,NA,NA,417,264,300,NA,NA,471,NA,NA,471,NA,210,471,NA,NA,NA,387,363,264,363,NA,471,471,NA,378,471,444,NA,360,NA,NA,471,363,471,471,NA,99,NA,NA,471,354,363,471,102,474,NA,471,NA,354,264,471,354,NA,NA,NA,354,471,381,264,453,297,354,264,NA,126,NA,378,471,NA,462,459,264,360,369,NA,264,471,114,363,264,471,471,366,120,465,381,117,99,378,93,114,471,468,468,360,360,471,471,393,471,465,264,471,NA,471,471,210,NA,471,471,354,471,NA,471,342,471,264,132,NA,294,471,264,294,471,471,390,NA,471,NA,354,210,99,264,NA,354,354,351,NA,363,NA,264,99,459,NA,NA,468,NA,363,471,261,NA,471,363,NA,471,264,297,219,261,222,462,396,261,NA,471,387,468,360,453,363,264,360,471,NA,354,354,264,354,471,NA,294,363,NA,264,264,NA,264,117,363,363,471,354,351,351,NA,354,360,375,354,NA,NA,471,471,264,NA,NA,354,471,354,204,471,354,360,468,471,297,396,471,354,471,363,369,NA,294,360,351,177,261,264,144,261,261,NA,471,360,264,378,210,264,297,180,465,354,354,387,471,471,264,450,NA,NA,471,360,93,363,471,264,264,471,264,462,264,444,387,360,252,NA,264,459,381,297,471,264,NA,354,471,360,396,NA,261,453,NA,444,498,471,264,360,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5670",1185,1578,1401,1296,1134,1575,1389,594,1053,1575,1296,1347,1296,1125,1287,1260,1224,648,1347,1347,1107,1401,1296,369,1311,1374,1296,996,714,471,1299,1401,1308,1401,1182,1302,1323,1296,1296,1296,1503,876,1578,564,843,1401,1350,1347,1347,1113,1203,1296,1347,1257,1299,1401,1191,1296,1401,1347,1293,1347,1383,846,1575,705,1299,1548,1482,1347,1401,1296,1347,879,1401,360,1401,1347,1572,1206,1347,717,1452,1347,1347,735,1575,1296,1302,852,933,1347,1545,1452,1428,1392,1152,1347,1299,975,1296,795,1341,1347,1296,1347,1575,1521,1401,1401,1296,1296,1431,969,1572,1260,1401,1401,1296,1548,1302,1296,1575,909,1296,1392,1104,1575,1293,1404,1401,1401,1347,1347,1545,1401,1404,1296,1515,525,1521,1521,1026,1296,1347,1029,1401,1296,1293,1299,1251,1347,1347,1191,NA,1347,1569,1263,1173,1347,1296,1455,930,951,1194,1350,1305,1551,483,1293,1401,1200,1545,NA,1296,1221,1521,1575,1296,378,1293,1401,1296,1299,1521,1293,1341,1296,1176,1311,1401,654,1296,1296,1131,1296,1347,1293,1299,1296,1395,1296,1545,1260,1575,1296,1347,1296,1347,1005,1296,1296,1290,1296,1341,1260,1299,1290,1347,1554,1296,1035,1410,978,1290,1296,1452,1491,1353,1404,1290,1521,1062,1347,1212,897,1296,1347,1401,1095,1200,1299,1572,1395,1521,990,1293,1296,1401,1302,1401,1365,1347,1575,1284,1401,1347,1401,1347,1299,1347,1347,1296,1302,1302,1449,1410,1035,1194,1344,1452,1296,1296,1455,1296,1347,1371,1296,1296,1173,1296,1575,1347,1521,1290,1296,1296,1575,1575,1260,1350,1401,1347,1341,1575,1401,1341,1260,1509,1290,1209,1185,1506,1401,1575,1401,1245,1401,1293,552,1296,1575,1575,1401,1347,993,1479,720,1401,1578,1401,1299,1347,1296,1575,1026,996,912,1035,1029,852,987,1011,987,993,1575,834,933,975,870,1029,963,972,1035,1011,996,834,1011,912,1044,849,987,987,891,987,957,1011,831,1014
"7371",144,237,237,NA,177,237,210,NA,NA,213,NA,NA,NA,NA,144,96,NA,NA,NA,237,213,144,NA,213,NA,NA,213,NA,NA,NA,231,213,237,NA,NA,NA,237,NA,144,NA,237,NA,237,NA,NA,237,237,147,NA,144,NA,NA,234,NA,174,237,NA,213,96,NA,213,237,NA,NA,237,NA,144,237,213,210,NA,NA,237,NA,237,213,237,234,NA,NA,72,NA,237,NA,NA,237,NA,234,NA,NA,NA,129,237,144,144,144,72,NA,237,180,144,NA,NA,144,NA,NA,237,NA,237,210,210,210,NA,NA,213,NA,237,NA,237,213,228,144,237,144,NA,210,NA,213,213,219,NA,213,144,234,210,237,228,237,237,213,237,237,72,NA,NA,234,213,213,NA,213,NA,213,213,213,NA,NA,237,NA,144,213,237,210,NA,144,NA,213,72,237,213,180,NA,144,213,NA,NA,NA,NA,237,237,NA,NA,237,144,NA,213,144,NA,237,69,NA,NA,144,96,237,234,144,237,96,231,96,144,237,144,210,213,NA,237,NA,144,144,237,213,237,NA,144,231,234,144,NA,234,144,144,144,213,228,210,210,213,237,213,213,147,144,210,NA,NA,213,144,237,144,237,237,237,NA,237,147,213,174,237,213,213,72,144,237,213,NA,NA,213,183,NA,NA,NA,144,213,156,234,144,237,237,237,NA,NA,237,225,144,NA,NA,NA,210,234,72,237,237,210,NA,237,NA,NA,237,237,237,216,237,234,237,144,213,NA,234,213,NA,237,NA,237,NA,210,NA,213,NA,NA,93,213,213,237,NA,NA,213,NA,213,237,213,144,213,144,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6376",609,678,678,642,603,678,678,552,678,678,678,657,678,567,444,678,642,NA,447,678,471,678,603,678,678,678,603,678,NA,NA,678,507,678,678,618,678,678,678,678,678,678,219,678,NA,NA,678,678,678,678,624,678,678,678,657,678,678,603,579,678,678,678,681,678,NA,678,567,678,678,678,678,678,678,678,597,678,678,678,678,678,558,615,453,678,678,675,678,678,678,669,219,651,678,678,678,567,678,666,678,678,678,657,699,678,678,678,678,618,678,678,678,678,678,678,567,678,678,678,678,678,678,678,678,NA,507,678,642,618,678,678,678,678,678,678,678,678,678,678,678,678,567,678,678,678,678,678,678,678,678,642,678,678,678,678,657,NA,678,465,642,318,678,678,678,573,678,678,669,642,678,630,642,678,441,678,NA,678,567,678,678,678,639,666,678,651,660,678,633,678,627,441,612,678,678,642,678,678,678,678,642,603,531,678,678,678,678,678,678,678,678,678,642,678,678,642,678,678,675,678,396,642,678,642,642,627,678,663,678,678,678,678,615,678,678,678,678,678,312,78,678,678,678,615,678,678,678,678,570,666,636,678,552,678,678,678,678,570,678,678,678,603,678,678,678,639,678,609,669,621,639,678,678,678,678,678,444,678,678,642,678,678,639,678,678,681,678,678,678,678,678,678,675,678,678,678,606,678,627,678,627,678,678,678,678,681,678,678,642,630,678,567,552,510,678,678,678,678,603,678,351,678,675,678,621,663,615,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5921",3372,3540,3486,3486,2847,3486,3348,3423,3420,3486,3423,3249,3501,3423,3045,3486,3486,642,3423,3486,3486,3381,3351,3777,3411,3486,3486,3489,1695,762,3486,3342,3414,3486,3432,3486,3423,3423,3423,3303,3486,2835,3486,1350,1272,3486,3429,3486,3174,3270,3423,3486,3486,3426,3450,3423,3363,3264,3486,3420,3423,3486,3333,NA,3486,1053,3486,3411,3423,3486,3486,3423,3486,2826,3486,3486,3486,3486,3486,3336,2883,3483,2325,3423,3300,3486,3486,3342,3486,1023,2988,3432,3486,3486,3486,3426,3303,3486,3423,3420,3453,2877,3486,3162,3486,3486,3435,3489,3486,1596,3486,3486,3486,2976,3486,3486,3486,3486,3501,3486,3312,3426,3486,1230,3486,3432,2928,3486,3498,3486,3486,3486,3489,3480,3486,3486,3486,3492,3414,3168,3486,2700,2943,3423,3486,2982,3486,3453,3486,3486,3486,3486,3486,3423,NA,3486,1950,3420,3417,3423,2613,3411,3123,3438,3195,1518,3303,3486,3321,3348,3498,3213,3486,NA,3480,3309,3465,3486,3486,3150,3486,3423,3339,3261,3486,3321,3270,3423,3063,3096,3486,3468,3486,3309,3423,3423,3486,3102,2787,3297,3480,3486,3486,3423,3486,3423,3489,3486,3486,3390,3486,3486,3420,3486,1506,3477,3486,3378,3420,3312,3486,3423,3420,3087,2580,3486,3486,3486,3207,3423,3459,3486,2364,3486,3345,3210,3486,3486,3486,3558,3414,3486,3486,3486,3486,3126,3411,3486,3486,3303,3423,3423,3423,3486,3486,3423,3423,3423,1581,3438,3423,3423,3255,3486,3339,3486,3486,3486,3258,3486,3486,3345,3480,3486,3357,3270,3465,3423,3486,3456,3423,3489,3486,3486,3423,3486,3423,3486,3486,3297,2910,3486,3447,3423,2304,3486,3387,3309,1812,3306,3423,3321,3423,3489,3486,3486,3417,3486,3264,1728,3051,3486,3486,1905,3426,3342,3435,2724,3450,3477,3486,3417,3483,3423,3486,1425,2457,1638,1797,1899,1080,1305,2025,1398,1545,1869,1215,1662,1764,1371,1596,1440,1479,2373,1605,1689,1803,1422,1800,2010,1428,1362,1494,1386,1485,1407,1563,1407,1965
"5816",1197,1593,1593,1374,924,1593,1536,1497,1593,1770,1716,1701,1296,1431,1770,1191,1686,NA,1779,1776,1557,1596,1521,1593,1035,1593,1443,1356,168,NA,1716,1776,1476,1767,1320,1605,1767,1722,1638,1479,1776,891,NA,NA,NA,1776,1317,1767,1716,1140,1026,1488,1776,1593,951,1593,1644,1518,1719,1647,1647,1773,1716,NA,1593,1446,1674,303,1182,1716,1776,1716,1593,1164,222,84,1776,1578,1593,1035,1776,1050,1680,1218,1641,63,1584,1533,1689,411,NA,1725,1593,1716,1527,1725,1572,1560,1311,1614,1647,483,1698,1635,1653,1554,1539,1605,1593,1776,1776,1455,1593,1419,1776,1455,1593,1701,1518,1776,1479,1356,1776,945,1386,1716,1392,1776,1641,1776,1593,1593,1512,1137,1773,1713,1701,1593,1767,1263,1701,1593,1629,1554,1776,1410,1590,1593,1647,1431,1218,1776,1776,1512,NA,1701,1230,1659,1218,1647,1887,1722,387,1695,1359,1704,1593,1593,1365,1500,1773,879,1596,NA,1629,1239,1515,1593,1593,1020,1716,1581,1617,1566,1776,1626,1644,1755,1005,954,1767,1479,1659,1701,1641,1701,1767,1677,1398,1143,1776,222,1716,1566,1701,1488,1716,1773,1479,1035,1776,1296,1695,1569,1644,1239,570,1284,1161,1593,1365,1500,1521,1167,1620,1776,1776,1770,1716,1692,1722,1482,1446,1557,1263,1143,1632,1776,1776,1443,1302,1386,1593,1776,1776,996,1179,1260,1593,1716,1215,1722,1722,1593,1380,1710,1530,1776,1647,1542,1722,1707,1350,1659,999,1722,1767,1692,1362,1776,1596,1518,1920,1722,1509,1446,1425,1668,1701,1593,1731,1773,1698,1776,1608,1647,1644,1593,1593,1515,1776,1593,1224,1716,1593,1593,1776,1566,591,1776,1218,1701,1761,1776,1593,1716,1677,1596,1605,531,1437,1593,1701,1776,1668,1374,1701,1080,1452,1683,1722,1701,222,1716,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5168",771,768,846,795,489,849,843,624,843,846,846,849,846,849,843,849,846,NA,846,846,597,846,723,846,528,846,849,363,NA,NA,723,849,846,846,846,504,846,843,846,846,846,NA,846,NA,NA,846,741,846,846,705,363,846,846,627,765,846,477,705,846,846,849,846,843,NA,843,321,NA,792,849,846,846,846,846,NA,846,849,846,846,846,756,849,225,846,813,849,843,846,843,843,NA,624,846,849,846,723,846,843,690,750,843,627,147,846,846,834,846,846,846,846,843,846,846,849,711,831,843,849,849,843,825,768,846,846,660,846,846,588,843,846,843,849,849,846,846,849,846,846,849,846,NA,846,846,849,624,846,849,846,843,849,849,843,849,843,846,NA,849,846,846,426,846,846,843,351,846,741,834,846,846,717,843,822,396,846,NA,627,849,849,849,849,NA,NA,846,849,846,846,846,480,NA,363,NA,846,846,846,846,729,846,843,480,756,207,849,846,849,843,849,699,846,846,846,582,846,843,846,693,846,687,849,828,357,846,627,762,834,447,846,846,843,792,846,486,846,843,480,825,627,237,846,843,846,846,498,846,846,849,849,645,846,843,846,480,846,843,843,846,633,843,846,846,519,795,843,846,843,840,627,792,504,612,783,846,846,846,846,678,846,627,510,846,846,849,813,846,759,831,591,843,846,846,846,849,846,846,846,762,843,849,846,846,849,846,NA,846,783,831,846,849,822,846,843,474,729,846,846,846,843,702,849,NA,795,576,846,843,849,480,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
